3LRKMWOKB6FJJTP564VC396SS58Z2X AQ3KPKZ6UIYPF |Hajadio killed kushii&#13;USHUSHUSHUSHUSHUSH killed empty&#13;&#13;&#13;| 1
39GHHAVOMGP3MSZOSWBE8UF0TNGJ4L A2R7P6E5WAQPQU |Darou Killed (Chinese Characters)| 1
3SB4CE2TJWTJJ1KUI106C69FWVXXA4 A3TUYZSI8DWTEG skip 1
3NJM2BJS4X4237F1GOMGOOD0U0FCP5 A3F02KQZEL4IO |Kunkka kills Zeus in top lane. He then teleports to base. Dark Seer kills Tusk. Puck kills silencer. Kunkka kills Puck and Razor kills Dark Seer.| 1
3DHE4R9OCX9JSCU0GC7NI2QMHI62G9 AWL2NC32TY9EI |green team got a kill onto red team at 14:31 in scoreboard time| 1
34MAJL3QP5LS1EXZPBJRSNYBXR3435 ABJ8229BVK9R6 |Player Darou killed player &#19981; with japanese character name| 1
34BBWHLWHB9J0JY2KKWXRLJR03RWID AIHZIIS9JXW6I |kunka killed zeus for 292 gold| 1
3MHW492WW1BSHDOOFPPTXC7UA3CMVC A2UC4H3EHIMWGC |Shadow Fiend killed Riki using three shadowrazes extremely.&#13;| 1
3R0T90IZ1TAWQUM2D5WTUFZ8TF7GCW A1IB42LRNA9QLW |Kunkka kills Zeus with a torrent, x, boat and tidebringer combo. | 1
39GXDJN2OUCDWOMKLOFASU6ZQ3K8VH A31F3XNJWBYD0E |Darou killed a player (asian letter name, can't type it)| 1
3GU1KF0O4JZJT2NV2OQLD47ICOHBPH A1AT6MJ9VHDX6E |Kunkka killed Zeus by first using x marks the spot, then calling his Ghostship, and using Torrent. | 1
3ERET4BTVN7ZUIBIRC7HQHQTUE9K9G A2PSBSDIFZYXW |Kunkka killed Zeus with Torrent and ghostship| 1
3YDGXNSEO0SE2B351SENJ46MDMW84K A2XGOBIWUDYLOT |Shadow Fiend killed Riki using three shadowrazes extremely.&#13;| 1
3M1CVSFP613ZA4JIWN5EIYDMZ3RAQN A1H7UM9UUCT0X7 |Kunkka solo-killed Zeus| 1
