2388609	341347019	watupmyn	AQUILA PepeHands	0	900000
2388610	341347019	LittleBearKing	BabyRage its about the tips tho	0	900000
2388611	341347019	lazydrifter13	cheng.chung.major..	0	904000
2388612	341347019	YesWell	Nobody tells these casters that they're on TV? Put on proper clothes dweebs LUL	0	905000
2388613	341347019	Moobot	Join the Beyond The Summit community Discord: http://discord.gg/bts	0	905000
2388614	341347019	ggbotz	Keepo Keepo Kappa Keepo	0	905000
2388615	341347019	Code_Pharaoh	dota 1 always have that 2 stat bands before core items	0	907000
2388616	341347019	jerryfrz	CS LUL	0	913000
2388617	341347019	0ppaidaisuke69	Pinoy knows how to counter Abed's Meepo	0	916000
2388618	341347019	flrsct	cs LUL	0	917000
2388619	341347019	altezza679	CS LUL	0	918000
2388620	341347019	b0b1n	CS LUL	0	918000
2388621	341347019	cococabanana	CS	0	918000
2388622	341347019	juperta	CS LUL	0	921000
2388623	341347019	LutficanAtes	chang cheng chung major	0	925000
2388624	341347019	INipzz	@pandadero wraiths, nulls and bracers are value early game items	0	927000
2388625	341347019	wogdekaron	dual mid LUL	0	928000
2388626	341347019	flackonielsen	-1	0	930000
2388627	341347019	Renzo197	Dual mid new meta ?	0	932000
2388628	341347019	iamTheDuelist	2 mid? what year is this?	0	933000
2388629	341347019	juanone0	2v2 mid PogChamp	0	935000
2388630	341347019	pempemmore	dual lane mid PogChamp	0	935000
2388631	341347019	Rechew	Mid Lane war PogChamp	0	936000
2388632	341347019	jordanious77	@pandadero they removed Aqua ring so buffed wraith band to also give +6 attack speed to make it not useless	0	941000
2388633	341347019	INipzz	stats are really strong early and there arent any other good choices	0	943000
2388634	341347019	LittleBearKing	buy bad items get kill then tip high level plays BabyRage	0	944000
2388635	341347019	iamTheDuelist	we travelled back in time PogChamp	0	944000
2388636	341347019	switch9033	any qingqong'er here? MingLrr	0	946000
2388637	341347019	jaycejaycee	ta player cncc LUL	0	947000
2388638	341347019	aaaaaaaaaaera	dual mid we are back to ti5 LUL	0	949000
2388639	341347019	Nuckky	322	0	949000
2388640	341347019	rebelstand	wtf was jabz doing?	0	950000
2388641	341347019	EHNKH	LUL	0	950000
2388642	341347019	dereverse	NA PUB LUL	0	950000
2388643	341347019	dYdotaa	LUL	0	950000
2388644	341347019	Scalarmotion	JABZ OMEGALUL	0	950000
2388645	341347019	Hoshimemo	feeeed	0	950000
2388646	341347019	juanone0	LUL	0	950000
2388647	341347019	slakteriet	???	0	951000
2388648	341347019	maybeembergod	FEED LUL	0	951000
2388649	341347019	s3nse1_hiko	322	0	951000
2388650	341347019	hoodiemisfit	?	0	951000
2388651	341347019	지실	LUL	0	951000
2388652	341347019	ashwinsimha	lol	0	951000
2388653	341347019	baldheadedguy	Abed is the best meepo player in the world... hands down	0	952000
2388654	341347019	thrall420	SoBayed	0	952000
2388655	341347019	jerryfrz	JABZ THROWING LUL	0	953000
2388656	341347019	BetterFasterCheaper	LUL	0	953000
2388657	341347019	Moobot	Follow BTS on Twitter https://twitter.com/BeyondTheSummit	0	953000
2388658	341347019	Terracetts	okay	0	953000
2388659	341347019	INipzz	also aquila got removed	0	953000
2388660	341347019	malicept	LUL	0	954000
2388661	341347019	gradecurve	whoops	0	954000
2388662	341347019	mordormaniac	LUL	0	954000
2388663	341347019	altezza679	LUL	0	955000
2388664	341347019	emmerich_hal	TIPPED LUL	0	955000
2388665	341347019	sherlock4062	Jabz LUL	0	955000
2388666	341347019	marmar330	322	0	956000
2388667	341347019	lul322lul	J DOG LUL	0	956000
2388668	341347019	Akediaksirt	GG	0	956000
2388669	341347019	CuriousReborn	LUL	0	956000
2388670	341347019	thevirus420	noob feed bane	0	956000
2388671	341347019	PaPaCerbs	322	0	957000
2388673	341347019	cococabanana	322	0	958000
2388672	341347019	Jellyfiish	that throw	0	958000
2388674	341347019	Randommushroom	LUL	0	959000
2388675	341347019	switch9033	Jabz feed LUL	0	959000
2388676	341347019	seaofgalilee	FailFish	0	960000
2388677	341347019	kienho567	LUL LUL	0	961000
2388678	341347019	Glcbitj	322 LUL	0	962000
2388679	341347019	KABOOKl	ya god	0	962000
2388680	341347019	61885	SEA DOTA SO BAD	0	964000
2388681	341347019	yammychan	ya god	0	970000
2388682	341347019	MeepoPlayerr	noob meepo .. I am best meepo ... someone tell me how to countwe pa plz	0	971000
2388683	341347019	harlemsnake11	respecc MingLee	0	973000
2388684	341347019	trihard_008	cs	0	974000
2388685	341347019	thevirus420	FEEDER BANE	0	976000
2388686	341347019	jhayskeeelz	sea smurfs meepo	0	978000
2388687	341347019	LittleBearKing	322 tip	0	984000
2388688	341347019	HuwhatTheFritz	Jabz LUL	0	987000
2388689	341347019	mrpn06	ONLY HIGH MMR PLAYERS ALLOWED TO COMMENT (ARCHON 1) UP	0	989000
2388690	341347019	emmerich_hal	ABOOTER MEEPO	0	991000
2388691	341347019	b0b1n	Teal vs Teal in mid. everyone getting gold LUL	0	996000
2388692	341347019	switch9033	deny LUL	0	1001000
2388693	341347019	MeepoPlayerr	herald 1 heew	0	1006000
2388694	341347019	iamTheDuelist	monkaS	0	1009000
2388695	341347019	TheBl44ckGuy	cmonBruh	0	1011000
2388696	341347019	Fluxionism	@mrpn06 ROFL archon 1 is considered high mmr?	0	1018000
2388697	341347019	mpdon143	!score	0	1020000
2388698	341347019	Rechew	Fnatic 100% let TNC Win, everyone wanna see Kuku VS China	0	1021000
2388699	341347019	TheBl44ckGuy	cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh	0	1023000
2388700	341347019	Scalarmotion	TTours	0	1030000
2388701	341347019	ranziell	@Fluxionism indeed	0	1034000
2388702	341347019	TheBl44ckGuy	DARYL MY cmonBruh	0	1040000
2388703	341347019	LittleBearKing	BlessRNG pls give me a tip counter ice frog OSFrog	0	1047000
2388704	341347019	sherlock4062	cmonBruh	0	1047000
2388705	341347019	Code_Pharaoh	Jebaited	0	1049000
2388706	341347019	RatBurgerz	@Rechew haHAA	0	1049000
2388707	341347019	big_naigger	lespec mi MingLee	0	1050000
2388708	341347019	maybeembergod	PA CS WutFace	0	1059000
2388709	341347019	Terracetts	Bruh	0	1061000
2388710	341347019	ryantandiono	69 haHAA	0	1066000
2388711	341347019	harlemsnake11	MingLee	0	1067000
2388712	341347019	pandadero	nice	0	1068000
2388713	341347019	Scalarmotion	OSFrog lich	0	1069000
